赢时胜软件深圳市赢时胜信息技术股份有限公司<!sp>白盒测试<!sp>10k-15k<!sp>长沙<!sp>经验3-5年<!sp>'后端开发'<!sp>1天前<!sp>拉勾网<!sp>'优秀团队,带薪年假'<!sp>'文案能力'<!sp>长沙市 - 芙蓉区 - 十六铺 - 长沙
端点科技技术部<!sp>测试工程师<!sp>10k-15k<!sp>杭州<!sp>经验1-3年<!sp>'本地生活,测试'<!sp>1天前<!sp>拉勾网<!sp>'双休,五险一金,带薪年假,团建体检'<!sp>'专业素质良好,设计能力,执行能力,领悟能力,文案能力,主动性,抗压能力,沟通表达能力,学习能力'<!sp>杭州 - 西湖区 - 河山路中大银座4号楼3楼
华云数据<!sp>测试开发工程师<!sp>8k-10k<!sp>无锡<!sp>经验3-5年<!sp>'云计算,测试'<!sp>1天前<!sp>拉勾网<!sp>'绩效奖金,交通补贴,餐饮补贴,云计算'<!sp>'文案能力,团队协作能力,专业素质良好'<!sp>无锡 - 滨湖区 - 雪浪 - 慧泽路科教软件园B区6号楼
苏州锦佰安研发部<!sp>测试工程师<!sp>6k-10k<!sp>苏州<!sp>经验1-3年<!sp>'初级,自动化,app,Java,测试'<!sp>3天前<!sp>拉勾网<!sp>'人工智能,前景广阔,福利齐全,技术领先'<!sp>'领悟能力,逻辑思维能力,团队协作能力,责任心,设计能力,文案能力'<!sp>苏州 - 工业园区 - 独墅湖 - 新平街388号腾飞创新园21幢1205
搜道网产品研发部<!sp>测试工程师<!sp>6k-12k<!sp>杭州<!sp>经验1-3年<!sp>'文化娱乐,QA,测试,自动化'<!sp>3天前<!sp>拉勾网<!sp>'五险一金,周末双休,期权'<!sp>'领悟能力,设计能力,逻辑思维能力,执行能力,文案能力,抗压能力,专业素质良好,沟通表达能力,学习能力,团队协作能力,思想品质,责任心'<!sp>杭州市 - 拱墅区 - 三墩 - 祥园路28号乐富智汇园12号楼1502
滴滴优点滴滴优点<!sp>高级测试工程师<!sp>15k-25k<!sp>深圳<!sp>经验3-5年<!sp>'测试,Java,自动化'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,带薪年假,周末双休,员工福利'<!sp>'团队协作能力,设计能力,领导能力,服务意识,逻辑思维能力'<!sp>深圳 - 福田区 - 车公庙创新科技广场一期B座811
杭州趣编技术部<!sp>测试主管<!sp>10k-20k<!sp>杭州<!sp>经验3-5年<!sp>'功能测试,资深,web,app,测试,黑盒'<!sp>1天前<!sp>拉勾网<!sp>'团队,靠谱,福利,丰厚'<!sp>'文案能力,沟通表达能力,专业素质良好,设计能力,领导能力,团队协作能力,抗压能力,责任心'<!sp>杭州 - 滨江区 - 西兴 - 芯图大厦8楼
musical.ly科学部<!sp>测试工程师<!sp>13k-26k<!sp>上海<!sp>经验1-3年<!sp>'QA,性能测试,压力测试,测试,自动化'<!sp>1天前<!sp>拉勾网<!sp>'公司气氛好,零食不限量,福利多,成长快'<!sp>'设计能力,逻辑思维能力,执行能力,专业素质良好,沟通表达能力,学习能力,抗压能力'<!sp>上海 - 黄浦区 - 南外滩 - 八号桥创意园
杭州悠可IT流程中心<!sp>测试工程师<!sp>8k以上<!sp>杭州<!sp>经验1-3年<!sp>'测试'<!sp>1天前<!sp>拉勾网<!sp>'专业的团队,背景资深的IT负责人'<!sp>'团队协作能力,逻辑思维能力,设计能力'<!sp>浙江省杭州市下沙经济开发区6号大街21号路口600号浙江海创园6幢1楼
灵犀金融平台事业部<!sp>测试工程师<!sp>10k-20k<!sp>杭州<!sp>经验3-5年<!sp>'测试'<!sp>1天前<!sp>拉勾网<!sp>'每年2次加薪,特色假期,美女集中营'<!sp>'抗压能力,领导能力,逻辑思维能力'<!sp>杭州市 - 西湖区 - 西溪 - 文二西路780号西溪银座F座4楼
上海广拓信息技术有限公司研发部<!sp>测试工程师<!sp>8k-12k<!sp>上海<!sp>经验1-3年<!sp>'自动化,测试'<!sp>1天前<!sp>拉勾网<!sp>'发展空间大,行业第一,公司氛围好,交通便利'<!sp>'文案能力,执行能力,专业素质良好,逻辑思维能力,责任心,沟通表达能力,学习能力,团队协作能力'<!sp>上海 - 闸北区 - 火车站 - 恒通路222号11F
4399平台开发部<!sp>软件测试工程师（急聘）<!sp>5k-8k<!sp>厦门<!sp>经验不限<!sp>'软件,测试'<!sp>1天前<!sp>拉勾网<!sp>'靠谱的团队,nice的主管,有前景的项目'<!sp>'领悟能力,执行能力,文案能力,主动性,沟通表达能力,团队协作能力,专业素质良好'<!sp>- 软件园二期望海路2号楼
贝贝网<!sp>测试工程师<!sp>12k-20k<!sp>杭州<!sp>经验3-5年<!sp>'移动互联网,iOS,移动端,测试,Java'<!sp>3天前<!sp>拉勾网<!sp>'优秀团队,成长空间大'<!sp>'逻辑思维能力,专业素质良好,设计能力,执行能力,主动性,沟通表达能力,学习能力'<!sp>杭州 - 江干区 - 东方电子商务园12栋
上上签研发部<!sp>测试工程师<!sp>8k-15k<!sp>杭州<!sp>经验1-3年<!sp>'测试'<!sp>1天前<!sp>拉勾网<!sp>'弹性工作,扁平化管理,SaaS,A+轮融资'<!sp>'专业素质良好,逻辑思维能力,设计能力,文案能力,执行能力,主动性,沟通表达能力,抗压能力'<!sp>杭州 - 西湖区 - 万塘路317号华星世纪大楼102&202室
杭州趣编技术部<!sp>软件测试工程师<!sp>7k-10k<!sp>杭州<!sp>经验1-3年<!sp>'功能测试,测试,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'大平台,团队牛,年终奖丰厚,公司氛围好'<!sp>'文案能力,执行能力,逻辑思维能力,设计能力,专业素质良好,沟通表达能力,学习能力'<!sp>杭州 - 滨江区 - 西兴 - 芯图大厦8楼
润铭网络研发<!sp>测试工程师<!sp>4k-8k<!sp>厦门<!sp>经验1-3年<!sp>'web,移动端,测试,黑盒,app,硬件'<!sp>3天前<!sp>拉勾网<!sp>'领导好,帅哥美女多,薪资分红高,发展空间大'<!sp>'文案能力,执行能力,专业素质良好'<!sp>厦门 - 思明区 - 软件园二期望海路37号1楼
孚嘉科技税务事业部<!sp>测试工程师<!sp>8k-15k<!sp>杭州<!sp>经验1-3年<!sp>'测试,黑盒,Java,自动化'<!sp>3天前<!sp>拉勾网<!sp>'晋升空间大,扁平管理,办公环境好,双休'<!sp>'创新能力,文案能力,设计能力,专业素质良好,逻辑思维能力,思想品质,抗压能力,责任心,沟通表达能力,团队协作能力'<!sp>杭州 - 拱墅区 - 拱墅区丰潭路508号天行国际7号楼8楼孚嘉科技
云沃客后端测试<!sp>测试<!sp>8K-10K<!sp>杭州<!sp>经验1-3年<!sp>'自动化,功能测试,性能测试,测试,脚本,自动化'<!sp>2018-01-11<!sp>拉勾网<!sp>'测试'<!sp>'服务意识,文案能力,执行能力,常用办公软件的使用,专业素质良好,逻辑思维能力,主动性,沟通表达能力,学习能力'<!sp>杭州 - 西湖区 - 云栖小镇
腾展叮咚（Dingtone）开发部<!sp>软件测试开发工程师<!sp>10k-20k<!sp>杭州<!sp>经验1-3年<!sp>'自动化,黑盒,app,功能测试,性能测试,压力测试'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,节日福利,上市公司,海外市场'<!sp>'创新能力,设计能力,抗压能力,沟通表达能力,团队协作能力'<!sp>杭州 - 西湖区 - 文三路 - 万塘路252号计量大厦
佳格大数据<!sp>测试工程师（上海）<!sp>8k-15k<!sp>上海<!sp>经验1-3年<!sp>'web,信息安全,测试,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'行业风口前景好,公司福利多'<!sp>'设计能力,文案能力,执行能力,沟通表达能力,团队协作能力,专业素质良好,逻辑思维能力,抗压能力,上进心,学习能力,主动性,创新能力'<!sp>上海 - 徐汇区 - 桂林路
宁美国度新产品事业部<!sp>测试工程师<!sp>4k-6k<!sp>武汉<!sp>经验1-3年<!sp>'iOS,移动端,黑盒,功能测试,性能测试,测试'<!sp>1天前<!sp>拉勾网<!sp>'完全扁平化,弹性上班制,团队氛围好,老司机带队'<!sp>'执行能力,设计能力,专业素质良好,逻辑思维能力,文案能力,思想品质,责任心,学习能力,抗压能力,钻研能力,工作激情,沟通表达能力'<!sp>武汉 - 江夏区 - 广埠屯 - 武汉市江夏区武汉高新技术开发区光谷智慧园28栋
大搜车布雷克索<!sp>软件测试工程师<!sp>4k-7k<!sp>上海<!sp>经验1-3年<!sp>'测试'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,晋升空间大'<!sp>'文案能力,执行能力,逻辑思维能力,专业素质良好'<!sp>上海 - 长宁区 - 中山公园 - 定西路1100号5层I座
源犀科技研发部<!sp>性能测试工程师<!sp>10k-15k<!sp>南京<!sp>经验1-3年<!sp>'python,性能测试,压力测试,Java,测试'<!sp>1天前<!sp>拉勾网<!sp>'配MAC,12天年假,六险一金,双休'<!sp>'设计能力,逻辑思维能力,抗压能力,执行能力,专业素质良好,责任心,沟通表达能力,团队协作能力'<!sp>南京 - 雨花台区 - 东山 - 金阳东街万科都荟国际六楼V03室
讯盟技术部<!sp>软件测试工程师<!sp>8k-12k<!sp>杭州<!sp>经验1-3年<!sp>'软件,测试'<!sp>1天前<!sp>拉勾网<!sp>'产品前景好,团队大牛多,股票期权,带薪年假'<!sp>'逻辑思维能力,设计能力,执行能力,专业素质良好,责任心,沟通表达能力,团队协作能力'<!sp>杭州 - 西湖区 - 文二西路808号西溪壹号27幢411
Udesk－企业级智能客服平台技术部<!sp>测试工程师<!sp>5k-8k<!sp>北京<!sp>经验1-3年<!sp>'测试,Java'<!sp>1天前<!sp>拉勾网<!sp>'高成长企业,团队强悍,待遇丰厚,地铁周边'<!sp>''<!sp>北京 - 西城区 - 西直门 - 西直门南大街2号成铭大厦C座16层1605（西直门地铁站C口）
东家<!sp>测试工程师<!sp>6k-12k<!sp>杭州<!sp>经验1-3年<!sp>'测试,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'高成长,技术牛人多'<!sp>'设计能力,文案能力,逻辑思维能力,执行能力'<!sp>杭州 - 西湖区 - 文一西路崇义路口公元里13幢2楼
帆软软件<!sp>测试工程师<!sp>9k以上<!sp>无锡<!sp>经验不限<!sp>'测试'<!sp>1天前<!sp>拉勾网<!sp>'优秀团队的负责人,待遇可议'<!sp>'良好的职业背景,主动性,专业素质良好,责任心,沟通表达能力'<!sp>无锡 - 南长区 - 清扬路 - 清扬路118号世金中心11楼
杭州施强教育科技有限公司技术中心<!sp>测试工程师<!sp>10k-20k<!sp>杭州<!sp>经验3-5年<!sp>'高级,测试'<!sp>1天前<!sp>拉勾网<!sp>'公司规模大,发展前景好,薪资待遇佳'<!sp>'逻辑思维能力,设计能力,文案能力,专业素质良好,服务意识,领悟能力,主动性,沟通表达能力'<!sp>杭州 - 滨江区 - 开发区 - 滨兴路1451号(春波路建业路口) 华盛达广场20楼
卖好车系统测试<!sp>测试工程师<!sp>8k-16k<!sp>杭州<!sp>经验1-3年<!sp>'测试,脚本,自动化'<!sp>3天前<!sp>拉勾网<!sp>'五险一金,双休,晋升机会'<!sp>'文案能力,专业素质良好,逻辑思维能力,执行能力,设计能力'<!sp>杭州 - 余杭区 - 仓前 - 仓前街道良睦路1288号梦想小镇5号楼南 卖好车
声网Agora.io<!sp>测试工程师<!sp>15k-20k<!sp>上海<!sp>经验3-5年<!sp>'测试'<!sp>1天前<!sp>拉勾网<!sp>'QA团队早期核心成员,职业上升潜力大'<!sp>''<!sp>上海 - 杨浦区 - 五角场 - 淞沪路333号801-803
店家科技测试部<!sp>资深测试工程师<!sp>12k-22k<!sp>杭州<!sp>经验3-5年<!sp>'移动互联网,自动化,移动端,测试,脚本'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,高额餐补,双休,弹性工作'<!sp>'服务意识,专业素质良好,设计能力,文案能力,主动性,抗压能力,责任心,钻研能力,执行能力,领悟能力,逻辑思维能力,沟通表达能力,学习能力,常用办公软件的使用,领导能力'<!sp>杭州市市市 - 余杭区 - 仓前 - 梦想小镇天使村2幢3楼
亿可能源技术部<!sp>测试工程师<!sp>15k-20k<!sp>上海<!sp>经验3-5年<!sp>'测试,Java,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'技术大牛'<!sp>'逻辑思维能力'<!sp>上海 - 杨浦区 - 复旦大学 - ，政立路477号，2号楼，1301室
江苏亿科达海万信息科技<!sp>app测试<!sp>10k-15k<!sp>上海<!sp>经验3-5年<!sp>'金融,移动端,app,测试,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,年终奖,体检旅游,过节费'<!sp>'思想品质'<!sp>上海 - 浦东新区 - 陆家嘴
食趣技术研发部<!sp>测试工程师<!sp>8k-15k<!sp>杭州<!sp>经验1-3年<!sp>'python,测试,脚本'<!sp>1天前<!sp>拉勾网<!sp>'上升发展期,扁平化管理,团队氛围好,培训学习'<!sp>'设计能力,执行能力,逻辑思维能力,团队协作能力,钻研能力'<!sp>杭州 - 余杭区 - 仓前 - 炬华科技股份公司5号楼4楼
大搜车布雷克索<!sp>软件测试工程师<!sp>7k-12k<!sp>上海<!sp>经验1-3年<!sp>'测试'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,晋升空间大'<!sp>'设计能力,文案能力,执行能力,逻辑思维能力,专业素质良好'<!sp>上海 - 长宁区 - 中山公园 - 定西路1100号5层I座
亚美技术部<!sp>软件测试工程师<!sp>8k-10k<!sp>广州<!sp>经验1-3年<!sp>'QA,测试,Java,脚本'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,双休,项目奖金,带薪多假期'<!sp>'服务意识,设计能力,文案能力,领悟能力,专业素质良好,执行能力,工作激情,沟通表达能力,团队协作能力'<!sp>广州 - 天河区 - 五山 - 翰景路1号金星大厦6楼
心怡科技研发部<!sp>高级测试工程师<!sp>18k-25k<!sp>杭州<!sp>经验3-5年<!sp>'高级,Java,测试,自动化'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,周末双休'<!sp>'逻辑思维能力,设计能力,文案能力,沟通表达能力,团队协作能力'<!sp>杭州 - 西湖区 - 西溪 - 西溪路550号西溪新座6幢A座5-11层
阡寻技术研发部<!sp>测试工程师<!sp>10k-16k<!sp>长沙<!sp>经验1-3年<!sp>'测试'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,交通餐补助,年终奖'<!sp>''<!sp>长沙 - 岳麓区 - 长沙市岳麓区高新区尖山路39号长沙中电软件园总部
汇金智融招行测试中心<!sp>软件测试工程师<!sp>10k-14k<!sp>杭州<!sp>经验3-5年<!sp>'中级,linux,oracle,Java'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,周末双休,美女如云,半年调薪'<!sp>'良好的职业背景,专业素质良好,领导能力,设计能力,团队协作能力'<!sp>杭州市市市 - 滨江区 - 江南 - 信诚路高新产业大楼
数夫软件测试中心<!sp>软件测试工程师<!sp>4k-8k<!sp>东莞<!sp>经验3-5年<!sp>'高级,中级,自动化,系统,功能测试,性能测试'<!sp>2天前<!sp>拉勾网<!sp>'大平台,绩效奖金,带薪年假,年度旅游'<!sp>'逻辑思维能力,专业素质良好,文案能力,思想品质,沟通表达能力,团队协作能力'<!sp>东莞 - 东莞市市辖区 - 南城区隆溪路高盛科技大厦19楼整层
浙报集团产品研发中心<!sp>测试工程师<!sp>9k-18k<!sp>杭州<!sp>经验3-5年<!sp>'测试'<!sp>3天前<!sp>拉勾网<!sp>'杭州最好的食堂,国企全面保障,丰富业余文化'<!sp>'文案能力,专业素质良好,主动性,责任心,沟通表达能力,学习能力'<!sp>杭州 - 下城区 - 天水 - 体育场路178号
武汉佰钧成技术有限公司DU3<!sp>软件测试<!sp>4K-8K<!sp>银川<!sp>经验1-3年<!sp>'web,金融,自动化,测试,功能测试,性能测试'<!sp>2018-01-18<!sp>拉勾网<!sp>'多次调薪,弹性上班,六险一金,带薪年假'<!sp>'抗压能力,沟通表达能力'<!sp>银川 - 金凤区 - 新昌东路
瞬联软件科技（北京）有限公司R&D<!sp>系统测试软件工程师<!sp>10k-15k<!sp>上海<!sp>经验1-3年<!sp>'python,自动化,linux,测试'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,带薪年假,弹性工作,氛围自由'<!sp>''<!sp>上海 - 长宁区 - 北新泾 - 天山西路1068号（地铁2号线淞虹路站5号口出）
中兴咨询研发部门<!sp>软件测试工程师<!sp>4k-6k<!sp>长沙<!sp>经验3-5年<!sp>'测试,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,带薪年假,项目奖金,团建'<!sp>'逻辑思维能力,设计能力,文案能力,执行能力,团队协作能力,抗压能力,领悟能力,专业素质良好,沟通表达能力,主动性,责任心,思想品质,学习能力'<!sp>长沙 - 岳麓区 - 麓谷 - 麓谷大道627号新长海B-2栋2层205号房
企简产品研发<!sp>测试工程师<!sp>15k-30k<!sp>上海<!sp>经验不限<!sp>'自动化,测试,功能测试,脚本'<!sp>1天前<!sp>拉勾网<!sp>'扁平管理,氛围融洽,年终奖金,不要求加班'<!sp>''<!sp>上海 - 杨浦区 - 绿地双创中心
滴滴优点技术开发部<!sp>测试工程师<!sp>10k-20k<!sp>深圳<!sp>经验1-3年<!sp>'web,Java,测试,脚本'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,带薪年假,绩效奖金,发展前景广'<!sp>'服务意识,专业素质良好,沟通表达能力,团队协作能力'<!sp>深圳 - 福田区 - 车公庙 - 车公庙创新科技广场一期B座
媒清幕秀研发<!sp>高级测试工程师<!sp>15k-20k<!sp>深圳<!sp>经验5-10年<!sp>'高级,测试,脚本'<!sp>1天前<!sp>拉勾网<!sp>'垂直,股权激励,车联网'<!sp>'设计能力,服务意识,逻辑思维能力,执行能力,主动性,责任心,团队协作能力'<!sp>深圳 - 南山区 - 深圳南山区软件基地6栋腾讯众创空间
链家上海研发中心<!sp>测试工程师<!sp>7k-12k<!sp>上海<!sp>经验1-3年<!sp>'测试'<!sp>1天前<!sp>拉勾网<!sp>'O2O大平台,薪资给力,上升空间大'<!sp>'良好的职业背景,专业素质良好,逻辑思维能力,主动性,责任心'<!sp>上海 - 静安区 - 吴江路 - 南京西路699号东方有线大厦30楼
朋数技术部<!sp>测试工程师<!sp>10k-20k<!sp>上海<!sp>经验1-3年<!sp>'web,自动化,白盒,压力测试,脚本'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,部门团建,部门氛围好,发展快'<!sp>'文案能力'<!sp>上海 - 虹口区 - 四川北路 - 武进路456号永生大楼
亚美技术部<!sp>性能测试工程师<!sp>10k-18k<!sp>广州<!sp>经验1-3年<!sp>'性能测试,Java,测试,自动化'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,年终奖,周末双休,员工旅游'<!sp>'设计能力,文案能力,领导能力,团队协作能力'<!sp>广州 - 天河区 - 五山 - 翰景路1号金星大厦6楼
脉道技术部<!sp>测试开发<!sp>15k-30k<!sp>杭州<!sp>经验3-5年<!sp>'软件开发,Java,测试,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,定期体检,弹性工作,年终奖金'<!sp>'逻辑思维能力,沟通表达能力,学习能力,团队协作能力'<!sp>杭州市市市 - 西湖区 - 文三路 - 教工路18号EAC世贸丽晶城C座1501
奇艺果云+物娱<!sp>测试工程师<!sp>10k-15k<!sp>广州<!sp>经验3-5年<!sp>'硬件制造,QA,测试,自动化'<!sp>1天前<!sp>拉勾网<!sp>'高前景,高发展,高薪资,扁平化'<!sp>'设计能力,逻辑思维能力,沟通表达能力,专业素质良好,团队协作能力,学习能力'<!sp>广州 - 海珠区 - 琶洲商业广场
探迹研发部<!sp>测试工程师<!sp>6k-8k<!sp>广州<!sp>经验1-3年<!sp>'python,web,测试,Java'<!sp>1天前<!sp>拉勾网<!sp>'科技前沿'<!sp>''<!sp>广州 - 番禺区 - 大学城 - 数字家庭研发中心一期研发大厦
i代技术部<!sp>软件测试工程师<!sp>4K-8K<!sp>合肥<!sp>经验1-3年<!sp>'中级,web,测试,系统,app,功能测试'<!sp>1天前<!sp>拉勾网<!sp>'环境优越,工作氛围活泼、严谨,晋升空间大'<!sp>'逻辑思维能力,专业素质良好,设计能力,文案能力,执行能力,沟通表达能力,团队协作能力,思想品质,责任心,学习能力'<!sp>合肥 - 政务文化新区 - 潜山路 - 绿洲东路新地中心A座3501室-3510室
网宿科技CDN事业部<!sp>测试开发工程师<!sp>9k-15k<!sp>厦门<!sp>经验3-5年<!sp>'自动化,性能测试,测试,脚本'<!sp>1天前<!sp>拉勾网<!sp>'测试开发,核心部门'<!sp>'钻研能力,服务意识,设计能力,专业素质良好,主动性,文案能力,逻辑思维能力,沟通表达能力,团队协作能力'<!sp>厦门 - 思明区 - 软件园二期观日路32号楼
微创ITO<!sp>测试开发<!sp>8k-12k<!sp>厦门<!sp>经验1-3年<!sp>'C++,测试,Java'<!sp>2天前<!sp>拉勾网<!sp>'五险一金,年底调薪'<!sp>'专业素质良好,抗压能力,责任心,学习能力,工作激情'<!sp>厦门 - 思明区 - 软件园二期
百得思维项目部<!sp>测试工程师<!sp>7k-14k<!sp>合肥<!sp>经验1-3年<!sp>'测试'<!sp>3天前<!sp>拉勾网<!sp>'保底14薪,五险一金,免费班车,节日福利'<!sp>'设计能力,文案能力,逻辑思维能力,执行能力,主动性,沟通表达能力,钻研能力,抗压能力,责任心'<!sp>合肥 - 高新区 - 讯飞大厦
武汉佰钧成技术有限公司SSBG<!sp>软件测试<!sp>8k-16k<!sp>杭州<!sp>经验3-5年<!sp>'游戏,web,测试,黑盒,Java,自动化'<!sp>3天前<!sp>拉勾网<!sp>'五险一金'<!sp>'服务意识,设计能力,逻辑思维能力,钻研能力'<!sp>杭州 - 余杭区 - 余杭区文一西路西溪园区
团贷网技术中心<!sp>测试工程师<!sp>12k-18k<!sp>东莞<!sp>经验5-10年<!sp>'QA,移动端,测试,脚本'<!sp>2018-01-12<!sp>拉勾网<!sp>'TOP10,东莞NO.1,空间大,五险一金'<!sp>'领悟能力,专业素质良好,设计能力,执行能力,主动性,沟通表达能力,逻辑思维能力'<!sp>东莞 - 东莞市市辖区 - 南城区莞太路111号东莞民间金融街21楼
瞬联软件科技（北京）有限公司测试部<!sp>软件测试<!sp>8k-15k<!sp>上海<!sp>经验1-3年<!sp>'python,linux,测试,视频'<!sp>1天前<!sp>拉勾网<!sp>'精英团队,五险一金,外资氛围,弹性工作'<!sp>''<!sp>上海 - 闵行区 - 田林 - 宜山路
傲银科技研发<!sp>测试主管<!sp>10k-20k<!sp>广州<!sp>经验3-5年<!sp>'资深,自动化,app,压力测试,测试'<!sp>1天前<!sp>拉勾网<!sp>'年底双薪,五险一金,福利多多,团队合作'<!sp>'执行能力,抗压能力,创新能力,团队协作能力'<!sp>广州 - 海珠区 - 琶洲 - 琶洲保利叁悦广场C塔1009
诚智天扬研发部<!sp>测试工程师<!sp>8k-15k<!sp>杭州<!sp>经验1-3年<!sp>'自动化,测试,黑盒'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,各种补贴,年度旅游,年底分红'<!sp>'逻辑思维能力,专业素质良好,设计能力,文案能力,执行能力'<!sp>杭州 - 西湖区 - 高新文教区 - 州市文二路391号节能环保科技园E座南区二层
格林豪泰信息系统部<!sp>测试主管<!sp>8k-15k<!sp>上海<!sp>经验3-5年<!sp>'测试'<!sp>1天前<!sp>拉勾网<!sp>'13-15薪,餐补,五险一金,提供住宿'<!sp>'创新能力,团队协作能力,逻辑思维能力,领导能力,文案能力'<!sp>上海 - 普陀区 - 中山北路 - 中山北路1238号
阿里巴巴-平台技术事业群业务平台事业部<!sp>测试专家<!sp>25k-50k<!sp>杭州<!sp>经验3-5年<!sp>'资深,python,Java,测试,自动化'<!sp>1天前<!sp>拉勾网<!sp>'测试专家,测试分析,自动化,可靠性'<!sp>''<!sp>杭州市市市 - 余杭区 - 仓前 - 文一西路969号阿里巴巴西溪园区
宁美国度独立平台项目组<!sp>软件测试<!sp>4k-8k<!sp>武汉<!sp>经验3-5年<!sp>'中级,移动端,测试,黑盒,功能测试,性能测试'<!sp>1天前<!sp>拉勾网<!sp>'完全扁平化,弹性上班制,团队氛围好,老司机带队'<!sp>'执行能力,设计能力,专业素质良好,逻辑思维能力,文案能力,思想品质,责任心,学习能力,抗压能力,钻研能力,工作激情,沟通表达能力'<!sp>武汉 - 江夏区 - 广埠屯 - 武汉市江夏区武汉高新技术开发区光谷智慧园28栋
蚂蜂窝技术研发部<!sp>无线测试工程师<!sp>10k-15k<!sp>北京<!sp>经验1-3年<!sp>'测试'<!sp>1天前<!sp>拉勾网<!sp>'核心无线部门,技术大牛,硅谷环境'<!sp>'逻辑思维能力,文案能力,主动性,专业素质良好,沟通表达能力,思想品质'<!sp>北京 - 朝阳区 - 朝阳区酒仙桥
汇金智融软件测试<!sp>测试初级（杭州）<!sp>7k-10k<!sp>杭州<!sp>经验1-3年<!sp>'linux,oracle,测试,功能测试,Unix'<!sp>1天前<!sp>拉勾网<!sp>'大平台,五险一金,年终奖,福利好'<!sp>'良好的职业背景,专业素质良好'<!sp>杭州 - 滨江区 - 江南 - 信诚路高新产业大楼B座
新移传媒测试部<!sp>测试经理<!sp>15k-20k<!sp>杭州<!sp>经验5-10年<!sp>'部门主管,测试,自动化'<!sp>1天前<!sp>拉勾网<!sp>'央媒平台,项目奖金,团队给力,环境制霸'<!sp>'领悟能力,团队协作能力,设计能力,领导能力,专业素质良好,文案能力,逻辑思维能力,学习能力,主动性,沟通表达能力'<!sp>杭州 - 上城区 - 南星 - 山南基金小镇白云路28号(杭州陶瓷品市场/八卦田)
挖财<!sp>资深测试工程师-上海-00018<!sp>14k-25k<!sp>上海<!sp>经验3-5年<!sp>'资深'<!sp>2天前<!sp>拉勾网<!sp>'与大牛共舞,良好的发展平台'<!sp>''<!sp>上海 - 浦东新区 - 世纪公园 - 杨高南路799号陆家嘴世纪金融广场3号楼5楼
店家科技测试部<!sp>资深测试工程师<!sp>15k-25k<!sp>杭州<!sp>经验3-5年<!sp>'移动互联网,自动化,移动端,测试,功能测试,性能测试'<!sp>1天前<!sp>拉勾网<!sp>'弹性工作,高额餐补,周末双休'<!sp>'主动性,抗压能力,责任心,钻研能力,执行能力,领悟能力,逻辑思维能力,专业素质良好,沟通表达能力,学习能力,常用办公软件的使用,领导能力'<!sp>杭州 - 西湖区 - 西溪 - 西溪路628号福地创业园A座5层
恒昌利通<!sp>测试工程师<!sp>18k-25k<!sp>北京<!sp>经验不限<!sp>'测试,自动化'<!sp>1天前<!sp>拉勾网<!sp>'弹性时间,带薪年假,公司班车'<!sp>'设计能力,团队协作能力,逻辑思维能力'<!sp>北京 - 海淀区 - 中关村 - 中关村软件园互联网创新中心
网达软件项目实施与管理部<!sp>测试工程师<!sp>8K-16K<!sp>杭州<!sp>经验1-3年<!sp>'测试'<!sp>1天前<!sp>拉勾网<!sp>'上市公司,五险一金、双休等完善的薪资福利'<!sp>'抗压能力,文案能力,专业素质良好,逻辑思维能力,沟通表达能力,执行能力,学习能力,团队协作能力'<!sp>杭州 - 西湖区 - 西溪 - 文二西路780号西溪银座咪咕数媒
Video++技术部<!sp>测试工程师（V7505）<!sp>14k-25k<!sp>上海<!sp>经验3-5年<!sp>'游戏,文化娱乐,测试,黑盒,功能测试,自动化'<!sp>1天前<!sp>拉勾网<!sp>'开放环境,每年加薪,奖金'<!sp>''<!sp>上海 - 黄浦区 - 南外滩 - 中山南路幸福码头-6号楼
功夫贷技术中心<!sp>测试工程师<!sp>15k-20k<!sp>杭州<!sp>经验1-3年<!sp>'自动化,测试,Java'<!sp>1天前<!sp>拉勾网<!sp>'成长空间大,福利待遇好,跟随项目'<!sp>'设计能力,执行能力,专业素质良好,团队协作能力,逻辑思维能力,学习能力,文案能力'<!sp>杭州 - 拱墅区 - 天行国际4号楼5楼
